uid,years_experience,expected_salary_k,age,weekly_hours,num_applications,gender,job_level,industry,user_active_loc,user_edu,political_affiliation,expected_title,user_skills,education_ordinal,job_level_ordinal,ground_truth_jd_id,user_profile_text
REC_02233,2.0,10.0,27.0,38.1,6.0,Female,Junior,E-Commerce,Chongqing,Bachelor's,CPC Member,Warehouse Automation Dev,"Learning to Rank, Web Analytics, Data Governance, C++, IoT",1.0,1,JD_0993,"Skills: Learning to Rank, Web Analytics, Data Governance, C++, IoT. Education: Bachelor's. Level: Junior. Expected Title: Warehouse Automation Dev. Industry: E-Commerce"
REC_04121,1.0,,22.0,46.7,15.0,Male,Junior,Telecom,Beijing,Bachelor's,CPC Candidate,Operations Telco Lead,"Troubleshooting, DSP, Technical Writing, Telecom Standards, RF Engineering",1.0,1,JD_0110,"Skills: Troubleshooting, DSP, Technical Writing, Telecom Standards, RF Engineering. Education: Bachelor's. Level: Junior. Expected Title: Operations Telco Lead. Industry: Telecom"
REC_03236,18.0,,40.0,51.1,9.0,Male,Director,Gaming,Xi'an,Master's,Non-affiliated,Narrative Technical,"Communication, DirectX/Vulkan, C#, Creative Writing, Cybersecurity, Scripting (Lua/Python)",2.0,6,JD_0406,"Skills: Communication, DirectX/Vulkan, C#, Creative Writing, Cybersecurity, Scripting (Lua/Python). Education: Master's. Level: Director. Expected Title: Narrative Technical. Industry: Gaming"
REC_00255,17.0,38.0,41.0,45.1,,Male,Director,FinTech,Suzhou,,Non-affiliated,Payments Architect,"Web3.js, Ethereum, Statistical Theory, Basel III, GLM, Corporate Finance, Time Series Analysis, Kdb+/Q",,6,JD_1155,"Skills: Web3.js, Ethereum, Statistical Theory, Basel III, GLM, Corporate Finance, Time Series Analysis, Kdb+/Q. Education: . Level: Director. Expected Title: Payments Architect. Industry: FinTech"
REC_01030,9.0,30.0,31.0,43.2,4.0,Female,Lead,Manufacturing,,Bachelor's,CPC Member,Lean Six Sigma Lead,"Industry 4.0, Signal Processing, Digital Twin, C++, Manufacturing Execution Systems (MES), Supply Chain Mapping",1.0,4,JD_1726,"Skills: Industry 4.0, Signal Processing, Digital Twin, C++, Manufacturing Execution Systems (MES), Supply Chain Mapping. Education: Bachelor's. Level: Lead. Expected Title: Lean Six Sigma Lead. Industry: Manufacturing"
REC_04393,14.0,35.0,,40.6,7.0,Male,Lead,FinTech,Zhengzhou,Master's,Non-affiliated,Payments Architect,"C++, Actuarial Modeling, AML/KYC, Financial Modeling, M&A, GLM, Payment Gateways",2.0,4,JD_1035,"Skills: C++, Actuarial Modeling, AML/KYC, Financial Modeling, M&A, GLM, Payment Gateways. Education: Master's. Level: Lead. Expected Title: Payments Architect. Industry: FinTech"
REC_03801,5.0,35.0,32.0,52.9,8.0,Male,Senior,Healthcare,Shanghai,Bachelor's,Non-affiliated,Imaging Medical Researcher,"PyTorch, Linux/Unix, JavaScript, IoT Integration, Python, Health Informatics, Data Privacy, Statistical Inference",1.0,3,JD_0918,"Skills: PyTorch, Linux/Unix, JavaScript, IoT Integration, Python, Health Informatics, Data Privacy, Statistical Inference. Education: Bachelor's. Level: Senior. Expected Title: Imaging Medical Researcher. Industry: Healthcare"
REC_04311,1.0,10.0,24.0,38.7,10.0,Female,Junior,FinTech,,Bachelor's,Non-affiliated,Risk Head of,"Time Series Analysis, R, Corporate Finance, M&A, Ethereum, SAS",1.0,1,JD_0157,"Skills: Time Series Analysis, R, Corporate Finance, M&A, Ethereum, SAS. Education: Bachelor's. Level: Junior. Expected Title: Risk Head of. Industry: FinTech"
REC_02510,1.0,15.0,24.0,44.5,9.0,Male,Junior,Energy,Tianjin,Bachelor's,CPC Member,Energy Trader,"Economics, MATLAB, Detail Oriented, Carbon Auditing, Reservoir Simulation, Environmental Science, Risk Management, Leadership",1.0,1,JD_0296,"Skills: Economics, MATLAB, Detail Oriented, Carbon Auditing, Reservoir Simulation, Environmental Science, Risk Management, Leadership. Education: Bachelor's. Level: Junior. Expected Title: Energy Trader. Industry: Energy"
REC_02293,,10.0,24.0,49.7,6.0,Male,Junior,Education Technology,Suzhou,Bachelor's,CPC Member,Adaptive Learning Dev,"SQL, Database Design, Instructional Design, Algorithm Design, System Architecture, Psychometrics, Data Visualization, Agile/Scrum",1.0,1,JD_1809,"Skills: SQL, Database Design, Instructional Design, Algorithm Design, System Architecture, Psychometrics, Data Visualization, Agile/Scrum. Education: Bachelor's. Level: Junior. Expected Title: Adaptive Learning Dev. Industry: Education Technology"
REC_01324,7.0,35.0,31.0,,5.0,Female,Senior,E-Commerce,Beijing,Master's,CPC Member,Digital Marketer,"Tableau, Vector Databases, Supply Chain Management, Data Analysis, Growth Marketing, Web Analytics, ERP Systems, HTML/CSS",2.0,3,JD_0495,"Skills: Tableau, Vector Databases, Supply Chain Management, Data Analysis, Growth Marketing, Web Analytics, ERP Systems, HTML/CSS. Education: Master's. Level: Senior. Expected Title: Digital Marketer. Industry: E-Commerce"
REC_01551,0.0,15.0,26.0,47.1,7.0,Female,Junior,Gaming,Chongqing,Master's,Non-affiliated,Narrative Technical,"SQL, Figma, Python, Shader Programming, Network Programming, Scripting (Lua/Python), A/B Testing",2.0,1,JD_1441,"Skills: SQL, Figma, Python, Shader Programming, Network Programming, Scripting (Lua/Python), A/B Testing. Education: Master's. Level: Junior. Expected Title: Narrative Technical. Industry: Gaming"
REC_04648,10.0,25.0,34.0,38.3,4.0,Female,Senior,E-Commerce,Wuhan,Bachelor's,Non-affiliated,Personalization Specialist,"UX Strategy, ROS, Learning to Rank, IoT, Qualitative Research, Tableau, Warehouse Management Systems, Copywriting",1.0,3,JD_0310,"Skills: UX Strategy, ROS, Learning to Rank, IoT, Qualitative Research, Tableau, Warehouse Management Systems, Copywriting. Education: Bachelor's. Level: Senior. Expected Title: Personalization Specialist. Industry: E-Commerce"
REC_00316,14.0,30.0,35.0,43.4,6.0,Female,Lead,FinTech,Shanghai,Bachelor's,CPC Member,Banker Investment,"GLM, Java, Cryptography, Ethereum, R",1.0,4,JD_1631,"Skills: GLM, Java, Cryptography, Ethereum, R. Education: Bachelor's. Level: Lead. Expected Title: Banker Investment. Industry: FinTech"
REC_01243,8.0,25.0,29.0,37.7,10.0,Female,Senior,Education Technology,Changsha,Bachelor's,CPC Member,UX Researcher (Edu),"R, Multimedia, Roadmapping, Pedagogy, Algorithm Design, Cognitive Science, A/B Testing, Qualitative Research",1.0,3,JD_0881,"Skills: R, Multimedia, Roadmapping, Pedagogy, Algorithm Design, Cognitive Science, A/B Testing, Qualitative Research. Education: Bachelor's. Level: Senior. Expected Title: UX Researcher (Edu). Industry: Education Technology"
REC_02451,1.0,15.0,24.0,47.6,9.0,Male,Junior,FinTech,Zhengzhou,High School,CPC Candidate,Scorer Credit,"Payment Gateways, GLM, Financial Risk Management, Basel III, Anomaly Detection, R, AML/KYC, Go",0.0,1,JD_0018,"Skills: Payment Gateways, GLM, Financial Risk Management, Basel III, Anomaly Detection, R, AML/KYC, Go. Education: High School. Level: Junior. Expected Title: Scorer Credit. Industry: FinTech"
REC_01579,4.0,,26.0,38.5,,Male,Mid-level,Education Technology,Chongqing,Bachelor's,CPC Member,Gamification Expert,"Machine Learning, Data Analysis, Cognitive Science, SQL, Agile/Scrum, Predictive Modeling, User Research, Database Design",1.0,2,JD_0064,"Skills: Machine Learning, Data Analysis, Cognitive Science, SQL, Agile/Scrum, Predictive Modeling, User Research, Database Design. Education: Bachelor's. Level: Mid-level. Expected Title: Gamification Expert. Industry: Education Technology"
REC_04626,2.0,15.0,26.0,49.1,9.0,Female,Junior,E-Commerce,Suzhou,Ph.D.,Non-affiliated,Automation Warehouse Dev,"UX Research, A/B Testing, Web Analytics, SQL, C++, Warehouse Management Systems",3.0,1,JD_0277,"Skills: UX Research, A/B Testing, Web Analytics, SQL, C++, Warehouse Management Systems. Education: Ph.D.. Level: Junior. Expected Title: Automation Warehouse Dev. Industry: E-Commerce"
REC_03117,6.0,37.0,31.0,40.7,9.0,Male,Senior,Manufacturing,Hangzhou,Master's,Non-affiliated,IIoT Integrator,"Edge Computing, Design of Experiments (DOE), IoT Architecture, Production Planning, Computer Vision, Six Sigma",2.0,3,JD_1306,"Skills: Edge Computing, Design of Experiments (DOE), IoT Architecture, Production Planning, Computer Vision, Six Sigma. Education: Master's. Level: Senior. Expected Title: IIoT Integrator. Industry: Manufacturing"
REC_00070,5.0,,27.0,34.0,8.0,Male,Senior,Manufacturing,Wuhan,Bachelor's,Non-affiliated,SC Risk Manager,"Six Sigma Black Belt, Industrial Networks, Consulting, System Integration, Supply Chain Mapping, Machine Learning",1.0,3,JD_0209,"Skills: Six Sigma Black Belt, Industrial Networks, Consulting, System Integration, Supply Chain Mapping, Machine Learning. Education: Bachelor's. Level: Senior. Expected Title: SC Risk Manager. Industry: Manufacturing"
REC_00860,8.0,37.0,29.0,42.9,10.0,Male,Senior,E-Commerce,Chongqing,,CPC Member,Growth Hacker,"Figma, Elasticsearch, Optimizely, Growth Marketing, Data Visualization, Data Governance",,3,JD_0686,"Skills: Figma, Elasticsearch, Optimizely, Growth Marketing, Data Visualization, Data Governance. Education: . Level: Senior. Expected Title: Growth Hacker. Industry: E-Commerce"
REC_02754,8.0,46.0,31.0,47.0,10.0,Female,Manager,Healthcare,Suzhou,Bachelor's,,Health Informatics Specialist,"JavaScript, Study Design, Health Informatics, Data Integration, SAS, Clinical Trial Design, SQL",1.0,5,JD_1224,"Skills: JavaScript, Study Design, Health Informatics, Data Integration, SAS, Clinical Trial Design, SQL. Education: Bachelor's. Level: Manager. Expected Title: Health Informatics Specialist. Industry: Healthcare"
REC_01633,14.0,40.0,37.0,37.7,6.0,Female,Lead,Gaming,Beijing,High School,Non-affiliated,Gameplay Programmer,"Network Programming, NLP, Psychometrics, Logic Design, Cloud Architecture (AWS), Computer Graphics, User Research, Communication",0.0,4,JD_0793,"Skills: Network Programming, NLP, Psychometrics, Logic Design, Cloud Architecture (AWS), Computer Graphics, User Research, Communication. Education: High School. Level: Lead. Expected Title: Gameplay Programmer. Industry: Gaming"
REC_01651,1.0,10.0,29.0,50.6,,Male,Intern,Healthcare,Shanghai,Master's,Non-affiliated,Trial Clinical Coordinator,"Data Integration, Genomics, Study Design, Biostatistics, Patient Recruitment",2.0,0,JD_0432,"Skills: Data Integration, Genomics, Study Design, Biostatistics, Patient Recruitment. Education: Master's. Level: Intern. Expected Title: Trial Clinical Coordinator. Industry: Healthcare"
REC_03861,3.0,10.0,29.0,52.8,,Male,Junior,E-Commerce,,Master's,Non-affiliated,Journey Customer Mapper,"Growth Marketing, Customer Analytics, Machine Learning, Google Analytics, Journey Mapping, Data Analysis, UX Research, Copywriting",2.0,1,JD_0993,"Skills: Growth Marketing, Customer Analytics, Machine Learning, Google Analytics, Journey Mapping, Data Analysis, UX Research, Copywriting. Education: Master's. Level: Junior. Expected Title: Journey Customer Mapper. Industry: E-Commerce"
REC_03107,7.0,35.0,35.0,46.5,9.0,Male,Senior,Gaming,Chengdu,Bachelor's,Non-affiliated,Gameplay Programmer,"Wireframing, Live Operations, Shader Programming, Scripting (Lua/Python), A/B Testing, Machine Learning, Data Visualization, Adobe Suite",1.0,3,JD_0258,"Skills: Wireframing, Live Operations, Shader Programming, Scripting (Lua/Python), A/B Testing, Machine Learning, Data Visualization, Adobe Suite. Education: Bachelor's. Level: Senior. Expected Title: Gameplay Programmer. Industry: Gaming"
REC_01075,2.0,,26.0,37.7,9.0,Female,Mid-level,Gaming,Chongqing,,CPC Member,Behavior Researcher,"Wireframing, Game Theory, Cybersecurity, Assembly, Live Operations",,2,JD_0027,"Skills: Wireframing, Game Theory, Cybersecurity, Assembly, Live Operations. Education: . Level: Mid-level. Expected Title: Behavior Researcher. Industry: Gaming"
REC_04002,20.0,55.0,42.0,50.1,9.0,Male,Director,Manufacturing,Chengdu,Ph.D.,,Robotics Programmer,"Lean Manufacturing, Industry 4.0, Manufacturing Execution Systems (MES), Edge Computing, Spectroscopy, SCADA, Automation, Project Management",3.0,6,JD_0384,"Skills: Lean Manufacturing, Industry 4.0, Manufacturing Execution Systems (MES), Edge Computing, Spectroscopy, SCADA, Automation, Project Management. Education: Ph.D.. Level: Director. Expected Title: Robotics Programmer. Industry: Manufacturing"
REC_00788,2.0,12.0,28.0,46.8,10.0,Male,Mid-level,Telecom,,Master's,CPC Member,VoIP Admin,"Operations Management, Atoll / Mentum Planet, Safety Compliance, Network Slicing, SBC Config, OSP Design",2.0,2,JD_0646,"Skills: Operations Management, Atoll / Mentum Planet, Safety Compliance, Network Slicing, SBC Config, OSP Design. Education: Master's. Level: Mid-level. Expected Title: VoIP Admin. Industry: Telecom"
REC_02606,6.0,40.0,28.0,,7.0,Male,Senior,Gaming,Tianjin,Ph.D.,,Designer Economy,"SQL, Game Theory, NLP, GPU Profiling, Computer Graphics, Shader Programming",3.0,3,JD_0871,"Skills: SQL, Game Theory, NLP, GPU Profiling, Computer Graphics, Shader Programming. Education: Ph.D.. Level: Senior. Expected Title: Designer Economy. Industry: Gaming"
REC_03631,5.0,30.0,27.0,43.2,9.0,Male,Senior,Real Estate,Suzhou,Bachelor's,,Specialist GIS (RE),"Product Management, Negotiation, Macroeconomics, Python, Network Security, Excel",1.0,3,JD_0889,"Skills: Product Management, Negotiation, Macroeconomics, Python, Network Security, Excel. Education: Bachelor's. Level: Senior. Expected Title: Specialist GIS (RE). Industry: Real Estate"
REC_02122,1.0,8.2,26.0,44.5,11.0,Male,Junior,FinTech,Guangzhou,Bachelor's,CPC Candidate,Fraud Analyst,"Time Series Analysis, Fraud Detection, Go, Auditing, Ethereum, Java, SAS, C++",1.0,1,JD_0157,"Skills: Time Series Analysis, Fraud Detection, Go, Auditing, Ethereum, Java, SAS, C++. Education: Bachelor's. Level: Junior. Expected Title: Fraud Analyst. Industry: FinTech"
REC_01875,,30.0,38.0,39.8,12.0,Female,Senior,E-Commerce,Nanjing,Master's,Non-affiliated,Catalog Manager,"C++, Data Visualization, UX Strategy, Optimizely, Growth Marketing",2.0,3,JD_0572,"Skills: C++, Data Visualization, UX Strategy, Optimizely, Growth Marketing. Education: Master's. Level: Senior. Expected Title: Catalog Manager. Industry: E-Commerce"
REC_00812,9.0,,32.0,46.5,7.0,Male,Senior,Logistics,Beijing,Master's,Non-affiliated,Supply Chain Security,"HTS Classification, Logistics Planning, Python, Freight Forwarding, C++, Logistics Coordination",2.0,3,JD_0029,"Skills: HTS Classification, Logistics Planning, Python, Freight Forwarding, C++, Logistics Coordination. Education: Master's. Level: Senior. Expected Title: Supply Chain Security. Industry: Logistics"
REC_00388,0.0,15.0,24.0,48.0,13.0,Male,Junior,Logistics,,Master's,Non-affiliated,Supply Chain Security,"Trade Compliance, HTS Classification, Time Series Forecasting, Freight Forwarding, Operations Research, Excel, Physical Security",2.0,1,JD_1593,"Skills: Trade Compliance, HTS Classification, Time Series Forecasting, Freight Forwarding, Operations Research, Excel, Physical Security. Education: Master's. Level: Junior. Expected Title: Supply Chain Security. Industry: Logistics"
REC_02883,16.0,35.0,37.0,49.3,9.0,Male,Director,Manufacturing,Hangzhou,Master's,Non-affiliated,Quality Control Spec,"Lean Manufacturing, Design of Experiments (DOE), Spectroscopy, Machine Learning, IoT, Six Sigma Black Belt",2.0,6,JD_1493,"Skills: Lean Manufacturing, Design of Experiments (DOE), Spectroscopy, Machine Learning, IoT, Six Sigma Black Belt. Education: Master's. Level: Director. Expected Title: Quality Control Spec. Industry: Manufacturing"
REC_01176,11.0,37.0,37.0,44.1,5.0,Female,Senior,Media,Xi'an,Master's,Non-affiliated,Engine Sound Dev,"System Architecture, Social Media Analytics, DSP, Java/Go, AdTech (OpenRTB)",2.0,3,JD_0807,"Skills: System Architecture, Social Media Analytics, DSP, Java/Go, AdTech (OpenRTB). Education: Master's. Level: Senior. Expected Title: Engine Sound Dev. Industry: Media"
REC_03198,7.0,50.0,33.0,42.7,6.0,Male,Lead,Manufacturing,Nanjing,Ph.D.,CPC Member,Predictive Maint Eng,"Production Planning, C++, Manufacturing Execution Systems (MES), Operations Management, ERP/MRP Systems, Risk Management, Industrial Networks",3.0,4,JD_1410,"Skills: Production Planning, C++, Manufacturing Execution Systems (MES), Operations Management, ERP/MRP Systems, Risk Management, Industrial Networks. Education: Ph.D.. Level: Lead. Expected Title: Predictive Maint Eng. Industry: Manufacturing"
REC_02624,11.0,30.0,,45.7,7.0,Male,Senior,E-Commerce,Suzhou,Bachelor's,Non-affiliated,Supply Chain Planner,"HTML/CSS, Figma, Taxonomy, Demand Forecasting, Growth Marketing, Journey Mapping",1.0,3,JD_1480,"Skills: HTML/CSS, Figma, Taxonomy, Demand Forecasting, Growth Marketing, Journey Mapping. Education: Bachelor's. Level: Senior. Expected Title: Supply Chain Planner. Industry: E-Commerce"
REC_01352,7.0,22.0,31.0,40.8,2.0,Female,Mid-level,E-Commerce,Guangzhou,High School,CPC Member,Conversion Optimizer,"Supply Chain Management, Machine Learning, Warehouse Management Systems, SQL, C++",0.0,2,JD_0778,"Skills: Supply Chain Management, Machine Learning, Warehouse Management Systems, SQL, C++. Education: High School. Level: Mid-level. Expected Title: Conversion Optimizer. Industry: E-Commerce"
REC_00411,,15.0,23.0,49.1,12.0,Male,Mid-level,FinTech,Chongqing,Bachelor's,Democratic Party Member,Scorer Credit,"Web3.js, Kdb+/Q, NetworkX, Anomaly Detection, R, Python, Ethereum",1.0,2,JD_0303,"Skills: Web3.js, Kdb+/Q, NetworkX, Anomaly Detection, R, Python, Ethereum. Education: Bachelor's. Level: Mid-level. Expected Title: Scorer Credit. Industry: FinTech"
REC_04213,2.0,25.0,24.0,50.7,5.0,Female,Mid-level,FinTech,Shenzhen,Bachelor's,Non-affiliated,Risk Manager,"Market Microstructure, Regulatory Compliance, Financial Risk Management, AML/KYC, Payment Gateways, Quantitative Finance",1.0,2,JD_0303,"Skills: Market Microstructure, Regulatory Compliance, Financial Risk Management, AML/KYC, Payment Gateways, Quantitative Finance. Education: Bachelor's. Level: Mid-level. Expected Title: Risk Manager. Industry: FinTech"
REC_00110,8.0,35.0,33.0,45.1,3.0,Female,Lead,Real Estate,Tianjin,Bachelor's,Non-affiliated,Smart Building Arch,"Due Diligence, Project Controls, Revit, Navisworks, Negotiation, Corporate Finance",1.0,4,JD_0409,"Skills: Due Diligence, Project Controls, Revit, Navisworks, Negotiation, Corporate Finance. Education: Bachelor's. Level: Lead. Expected Title: Smart Building Arch. Industry: Real Estate"
REC_04996,12.0,30.0,37.0,50.5,9.0,Male,Senior,Real Estate,Hangzhou,Bachelor's,Non-affiliated,Planner Urban (Tech),"Network Security, Lease Administration, Environmental Regs, Financial Analysis, Property Management Software, UX/UI",1.0,3,JD_0889,"Skills: Network Security, Lease Administration, Environmental Regs, Financial Analysis, Property Management Software, UX/UI. Education: Bachelor's. Level: Senior. Expected Title: Planner Urban (Tech). Industry: Real Estate"
REC_03430,7.0,30.0,36.0,43.5,9.0,Female,Lead,Healthcare,Shenzhen,Bachelor's,CPC Candidate,EHR Systems Architect,"Risk Management, HL7/FHIR, Data Privacy, Security, JavaScript, Regulatory Compliance, Bash/Shell",1.0,4,JD_1003,"Skills: Risk Management, HL7/FHIR, Data Privacy, Security, JavaScript, Regulatory Compliance, Bash/Shell. Education: Bachelor's. Level: Lead. Expected Title: EHR Systems Architect. Industry: Healthcare"
REC_02810,9.0,25.0,34.0,37.3,6.0,Male,Senior,Manufacturing,Nanjing,Bachelor's,CPC Member,Materials Scientist,"Machine Learning, Industry 4.0, Automation, Change Management, Lean Manufacturing, Materials Science, Reliability Engineering",1.0,3,JD_1845,"Skills: Machine Learning, Industry 4.0, Automation, Change Management, Lean Manufacturing, Materials Science, Reliability Engineering. Education: Bachelor's. Level: Senior. Expected Title: Materials Scientist. Industry: Manufacturing"
REC_02595,2.0,16.0,26.0,,5.0,Male,Junior,Gaming,Changsha,Master's,Non-affiliated,Graphics Engine Dev,"Wireframing, Psychometrics, Machine Learning, Creative Writing, Reverse Engineering, Live Operations, Agile, NLP",2.0,1,JD_0653,"Skills: Wireframing, Psychometrics, Machine Learning, Creative Writing, Reverse Engineering, Live Operations, Agile, NLP. Education: Master's. Level: Junior. Expected Title: Graphics Engine Dev. Industry: Gaming"
REC_02837,0.0,,25.0,45.7,7.0,Male,Junior,Telecom,Chongqing,Master's,CPC Member,Signal Processing Eng,"API Development, Penetration Testing, SQL, MATLAB, Network Slicing, Telecom Standards, DDoS Mitigation",2.0,1,JD_0110,"Skills: API Development, Penetration Testing, SQL, MATLAB, Network Slicing, Telecom Standards, DDoS Mitigation. Education: Master's. Level: Junior. Expected Title: Signal Processing Eng. Industry: Telecom"
REC_02373,3.0,15.0,32.0,35.4,7.0,Male,Mid-level,Real Estate,Shenzhen,Master's,Non-affiliated,RE Portfolio Strategist,"Lease Administration, Underwriting, Python, Revit, Python (GeoPandas)",2.0,2,JD_0711,"Skills: Lease Administration, Underwriting, Python, Revit, Python (GeoPandas). Education: Master's. Level: Mid-level. Expected Title: RE Portfolio Strategist. Industry: Real Estate"
REC_01236,0.0,8.0,25.0,51.2,9.0,Male,Junior,FinTech,Nanjing,,CPC Member,Officer Compliance,"Go, Fraud Detection, SQL, XGBoost, GLM, C++, Kdb+/Q, Valuation",,1,JD_0157,"Skills: Go, Fraud Detection, SQL, XGBoost, GLM, C++, Kdb+/Q, Valuation. Education: . Level: Junior. Expected Title: Officer Compliance. Industry: FinTech"
REC_02147,7.0,20.0,29.0,,5.0,Male,Senior,Manufacturing,Nanjing,Bachelor's,CPC Member,Quality Control Spec,"Kinematics, Six Sigma, Lean Manufacturing, Excel, ERP/MRP Systems, Operations Management",1.0,3,JD_0209,"Skills: Kinematics, Six Sigma, Lean Manufacturing, Excel, ERP/MRP Systems, Operations Management. Education: Bachelor's. Level: Senior. Expected Title: Quality Control Spec. Industry: Manufacturing"
REC_04976,11.0,40.0,34.0,52.5,0.0,Female,Lead,Healthcare,Xi'an,Bachelor's,Non-affiliated,Systems EHR Architect,"Clinical Trial Design, Patient Recruitment, WebRTC, Genetics, Epidemiology, JavaScript, Regulatory Compliance, PyTorch",1.0,4,JD_0916,"Skills: Clinical Trial Design, Patient Recruitment, WebRTC, Genetics, Epidemiology, JavaScript, Regulatory Compliance, PyTorch. Education: Bachelor's. Level: Lead. Expected Title: Systems EHR Architect. Industry: Healthcare"
REC_00600,3.0,25.0,30.0,50.5,12.0,Female,Mid-level,E-Commerce,Tianjin,Bachelor's,CPC Member,Digital Marketer,"NLP, Taxonomy, Tableau, A/B Testing, Data Analysis, Google Ads, HTML/CSS, Learning to Rank",1.0,2,JD_0015,"Skills: NLP, Taxonomy, Tableau, A/B Testing, Data Analysis, Google Ads, HTML/CSS, Learning to Rank. Education: Bachelor's. Level: Mid-level. Expected Title: Digital Marketer. Industry: E-Commerce"
REC_01435,3.0,20.0,24.0,44.8,7.0,Female,Mid-level,Energy,Zhengzhou,,CPC Candidate,Utility Data Scientist,"Decline Curve Analysis, Sustainability Strategy, Leadership, Control Theory, Risk Assessment (HAZOP), Algorithmic Trading, Control Systems, MATLAB/Simulink",,2,JD_0179,"Skills: Decline Curve Analysis, Sustainability Strategy, Leadership, Control Theory, Risk Assessment (HAZOP), Algorithmic Trading, Control Systems, MATLAB/Simulink. Education: . Level: Mid-level. Expected Title: Utility Data Scientist. Industry: Energy"
REC_04997,2.0,10.0,26.0,45.2,7.0,Female,Junior,Real Estate,Nanjing,Master's,Non-affiliated,Valuation Analyst,"Cartography, Construction Knowledge, Property Management Software, Portfolio Management, Macroeconomics, Earned Value Management, Project Controls",2.0,1,JD_1216,"Skills: Cartography, Construction Knowledge, Property Management Software, Portfolio Management, Macroeconomics, Earned Value Management, Project Controls. Education: Master's. Level: Junior. Expected Title: Valuation Analyst. Industry: Real Estate"
REC_00539,8.0,,33.0,44.4,,Female,Senior,Healthcare,Beijing,Bachelor's,Non-affiliated,Bioinformatics Scientist,"Patient Recruitment, Genetics, Statistical Inference, Compliance Auditing, R, Deep Learning, Mobile Development, Data Privacy",1.0,3,JD_0023,"Skills: Patient Recruitment, Genetics, Statistical Inference, Compliance Auditing, R, Deep Learning, Mobile Development, Data Privacy. Education: Bachelor's. Level: Senior. Expected Title: Bioinformatics Scientist. Industry: Healthcare"
REC_00722,5.0,20.0,33.0,38.5,4.0,Male,Mid-level,Retail,Chongqing,Bachelor's,Non-affiliated,Shopper Insights,"Omnichannel Retail, Data Entry, Database Management, Qualitative Research, Supply Chain, Market Research, Strategy Development, Inventory Planning",1.0,2,JD_0846,"Skills: Omnichannel Retail, Data Entry, Database Management, Qualitative Research, Supply Chain, Market Research, Strategy Development, Inventory Planning. Education: Bachelor's. Level: Mid-level. Expected Title: Shopper Insights. Industry: Retail"
REC_04411,0.0,15.0,22.0,47.3,6.0,Male,Junior,Manufacturing,Tianjin,Master's,Non-affiliated,Scientist Materials,"Risk Management, Manufacturing Execution Systems (MES), PLC Programming, IoT, Reliability Engineering, Project Management",2.0,1,JD_0205,"Skills: Risk Management, Manufacturing Execution Systems (MES), PLC Programming, IoT, Reliability Engineering, Project Management. Education: Master's. Level: Junior. Expected Title: Scientist Materials. Industry: Manufacturing"
REC_01873,11.0,20.0,33.0,34.8,9.0,Male,Senior,Logistics,Nanjing,Bachelor's,Non-affiliated,Inventory Controller,"WMS (Manhattan/Blue Yonder), Customs Regulations, Analytical Skills, Kafka, Statistical Modeling, HTS Classification",1.0,3,JD_0206,"Skills: WMS (Manhattan/Blue Yonder), Customs Regulations, Analytical Skills, Kafka, Statistical Modeling, HTS Classification. Education: Bachelor's. Level: Senior. Expected Title: Inventory Controller. Industry: Logistics"
REC_02846,10.0,20.0,37.0,38.4,13.0,Female,Senior,Gaming,Guangzhou,Bachelor's,CPC Member,Designer Economy,"Data Analysis, Go, Data Visualization, NLP, Cybersecurity, Machine Learning",1.0,3,JD_0558,"Skills: Data Analysis, Go, Data Visualization, NLP, Cybersecurity, Machine Learning. Education: Bachelor's. Level: Senior. Expected Title: Designer Economy. Industry: Gaming"
REC_02054,10.0,40.0,33.0,43.7,6.0,Female,Manager,Gaming,,Bachelor's,CPC Member,Monetization Analyst,"Unity, Narrative Design, Databases, SQL, Live Operations, GPU Profiling, Data Visualization",1.0,5,JD_1772,"Skills: Unity, Narrative Design, Databases, SQL, Live Operations, GPU Profiling, Data Visualization. Education: Bachelor's. Level: Manager. Expected Title: Monetization Analyst. Industry: Gaming"
REC_02908,,20.0,33.0,39.3,10.0,Female,Mid-level,FinTech,Guangzhou,High School,CPC Member,Blockchain Developer,"Corporate Finance, Market Microstructure, Algorithmic Trading, Java, Logistic Regression, Basel III, XGBoost, Statistical Theory",0.0,2,JD_0526,"Skills: Corporate Finance, Market Microstructure, Algorithmic Trading, Java, Logistic Regression, Basel III, XGBoost, Statistical Theory. Education: High School. Level: Mid-level. Expected Title: Blockchain Developer. Industry: FinTech"
REC_02255,14.0,59.0,40.0,46.2,12.0,Female,Director,FinTech,Tianjin,Master's,Non-affiliated,Actuarial Scientist,"NetworkX, SAS, Kdb+/Q, Fraud Detection, Stochastic Calculus, Market Microstructure, Microservices, PCI-DSS",2.0,6,JD_0950,"Skills: NetworkX, SAS, Kdb+/Q, Fraud Detection, Stochastic Calculus, Market Microstructure, Microservices, PCI-DSS. Education: Master's. Level: Director. Expected Title: Actuarial Scientist. Industry: FinTech"
REC_03913,2.0,10.0,29.0,48.1,8.0,Male,Junior,Media,Tianjin,,Non-affiliated,Audience Analytics,"Agile/Scrum, CDN Architecture, Content Licensing, Networking, PyTorch, C++",,1,JD_0252,"Skills: Agile/Scrum, CDN Architecture, Content Licensing, Networking, PyTorch, C++. Education: . Level: Junior. Expected Title: Audience Analytics. Industry: Media"
